model	batch	status	images_per_sec	epoch2_seconds
yolov8n.pt	16	ok	183.91555102437425	8.155917167663574
yolov8n.pt	32	ok	247.68359204701576	6.0561137199401855
yolov8n.pt	64	ok	261.937767664259	5.726551055908203
yolov8n.pt	128	ok	106.90133436532966	14.031630277633667
yolo11n.pt	16	ok	165.9402285525799	9.03939938545227
yolo11n.pt	32	ok	228.72751104590915	6.558021783828735
yolo11n.pt	64	ok	248.6273826990409	6.033124685287476
yolo11n.pt	128	ok	105.19799265142196	14.258827209472656
