pseudo_precision,pseudo_recall,num_reliable_pseudo,pseudo_labels_per_image,num_positive_anchors,sum_target_scores_unsup,target_scores_sum_used,mean_reliable_confidence,L_sup_box,L_sup_cls,L_sup_dfl,L_unsup_box,L_unsup_cls,L_unsup_dfl,norm_s,norm_u_A_current,ratio_u_over_s_A_current,lambda_ratio_A_current,cos_su_A_current,cos_total_A_current,norm_u_B_fixed,ratio_u_over_s_B_fixed,lambda_ratio_B_fixed,cos_su_B_fixed,cos_total_B_fixed,norm_u_C_count,ratio_u_over_s_C_count,lambda_ratio_C_count,cos_su_C_count,cos_total_C_count,epoch,batch
0.8,0.04488778054862843,45,1.40625,450,235.8501739501953,235.8501739501953,0.6863951391643948,1.8456439971923828,1.4569891691207886,1.7383043766021729,1.0481244325637817,8.837610244750977,1.2578203678131104,112.7320556640625,2179.072021484375,19.32965746653225,9.664828733266125,0.6542034149169922,0.7077385187149048,399.51531982421875,3.5439371478753134,1.7719685739376567,-0.039915699511766434,0.4647274613380432,11183.189453125,99.20150384244305,49.60075192122152,0.6746298670768738,0.6853938698768616,10,0
0.8108108108108109,0.05474452554744526,37,1.15625,370,201.70391845703125,201.70391845703125,0.6681845268687686,1.7239954471588135,1.5079083442687988,1.6662607192993164,1.0066378116607666,9.285039901733398,1.2176753282546997,132.72137451171875,2264.450927734375,17.06168984510052,8.53084492255026,0.7783498764038086,0.8188319206237793,369.17315673828125,2.7815652007558493,1.3907826003779247,-0.018412601202726364,0.5738612413406372,12130.47265625,91.39803366924089,45.699016834620444,0.7950660586357117,0.8029100894927979,10,1
0.75,0.037037037037037035,36,1.125,360,187.36732482910156,187.36732482910156,0.6438386705186632,1.8143869638442993,1.434784173965454,1.6485611200332642,1.0319586992263794,10.931296348571777,1.2289056777954102,116.77310943603516,2589.39501953125,22.174583104251788,11.087291552125894,0.4402298629283905,0.5086261630058289,383.3110046386719,3.282528027984373,1.6412640139921866,0.012709231115877628,0.5281939506530762,13281.421875,113.73698909914846,56.86849454957423,0.4454198479652405,0.4593499004840851,10,2
0.7959183673469388,0.08227848101265822,98,3.0625,968,462.13763427734375,462.13763427734375,0.7304240021170402,1.771788477897644,1.4336366653442383,1.6952190399169922,0.9789096117019653,4.169890880584717,1.2796807289123535,114.22940826416016,967.7826538085938,8.472272320369173,4.236136160184587,0.4136849343776703,0.5809120535850525,362.90771484375,3.1770077457156316,1.5885038728578158,-0.1356348991394043,0.44613566994667053,4147.3115234375,36.30686341162403,18.153431705812014,0.5000173449516296,0.5396420955657959,10,3
0.8260869565217391,0.03544776119402985,46,1.4375,460,240.4059600830078,240.4059600830078,0.6614329788995825,1.7759764194488525,1.4140335321426392,1.8587496280670166,0.9721786975860596,8.093354225158691,1.2124905586242676,106.22663116455078,2087.916259765625,19.65529958802261,9.827649794011306,0.5339223742485046,0.6009228229522705,366.80908203125,3.4530802493683805,1.7265401246841903,-0.15106810629367828,0.39742356538772583,10662.0478515625,100.37076140583252,50.18538070291626,0.5688133239746094,0.5820648670196533,10,4
0.8225806451612904,0.06159420289855073,62,1.9375,614,317.0686950683594,317.0686950683594,0.6795442498499348,1.7420594692230225,1.612144112586975,1.7541754245758057,1.1458079814910889,6.0061540603637695,1.3482708930969238,176.65216064453125,1492.3106689453125,8.447735162142841,4.223867581071421,0.6217062473297119,0.7387242913246155,349.07574462890625,1.976062694932641,0.9880313474663205,-0.07844503223896027,0.6835737824440002,7314.1591796875,41.40430070598137,20.702150352990685,0.6647360920906067,0.6904353499412537,10,5
0.8571428571428571,0.05474452554744526,35,1.09375,350,187.71983337402344,187.71983337402344,0.6916445067950657,1.7417711019515991,1.398849368095398,1.8004190921783447,1.0858395099639893,10.655590057373047,1.2849957942962646,90.6388931274414,2640.849853515625,29.13594553501993,14.567972767509964,0.4583187401294708,0.5099981427192688,537.6920776367188,5.9322445264275805,2.9661222632137902,-0.08701753616333008,0.24351716041564941,13779.2509765625,152.02360158114905,76.01180079057453,0.4862111806869507,0.49616068601608276,10,6
0.8955223880597015,0.0911854103343465,67,2.09375,667,348.5839538574219,348.5839538574219,0.709552728418094,1.7314915657043457,1.3248968124389648,1.6103650331497192,1.1021629571914673,5.626957416534424,1.356574296951294,99.50292205810547,1385.48974609375,13.92411114604939,6.962055573024695,0.5570529699325562,0.6448568105697632,422.7913818359375,4.2490348332589205,2.1245174166294603,0.06946837157011032,0.4761505126953125,6744.33544921875,67.78027528960753,33.890137644803765,0.5776731967926025,0.5968368053436279,10,7
0.2916666666666667,0.008728179551122194,24,0.75,222,107.61933898925781,107.61933898925781,0.6010605022311211,1.6010327339172363,1.020764708518982,1.3585443496704102,1.8444244861602783,17.715782165527344,2.1362664699554443,91.29232025146484,2620.602294921875,28.705616066098678,14.352808033049339,-0.2756456434726715,-0.20951808989048004,407.3658447265625,4.462213728432716,2.231106864216358,-0.04805000126361847,0.3718873858451843,11622.1328125,127.30679623967072,63.65339811983536,-0.2729218304157257,-0.2582896053791046,30,0
0.2692307692307692,0.012773722627737226,26,0.8125,245,116.6500473022461,116.6500473022461,0.5975199204224807,1.4568244218826294,0.9491478800773621,1.2910929918289185,1.5306673049926758,14.777289390563965,1.9488762617111206,92.68518829345703,2116.13330078125,22.831407474527786,11.415703737263893,-0.16026584804058075,-0.07342014461755753,326.06549072265625,3.517989192515611,1.7589945962578055,-0.10499454289674759,0.4224548935890198,9415.37109375,101.58441998239608,50.79220999119804,-0.14896811544895172,-0.12963566184043884,30,1
