image,pseudo_objects,gt_objects,matched_objects
"images/val/284193,29047000aedddc9d.jpg",9,10,9
"images/val/284193,2c0b90006f09d620.jpg",13,18,13
"images/val/284193,2ea600024e1ebac.jpg",5,6,5
"images/val/284193,2f384000c61edcf3.jpg",11,19,9
"images/val/284193,3c100073c78e31.jpg",7,23,7
"images/val/284193,57f0000a5dc79e1.jpg",2,3,2
"images/val/284193,6fb500048fc3588.jpg",3,4,3
"images/val/284193,7b47000239140c3.jpg",6,10,6
"images/val/284193,845c0001307ff4d.jpg",7,10,7
"images/val/284193,937f000124d8526.jpg",7,13,7
"images/val/284193,adfb00006a2a8e8.jpg",14,25,13
"images/val/284193,b3810007d9c0acd.jpg",13,33,13
"images/val/284193,c0a00084eb2bf6.jpg",8,18,8
"images/val/284193,d1ee00085c74b18.jpg",5,13,5
"images/val/284193,e000b031369a.jpg",4,4,4
"images/val/284193,ee93000e8a91000.jpg",12,14,12
"images/val/284193,ff25000b6a403e9.jpg",14,17,13
